URLs Downloaded, Size(KB), # of Outlinks Found, Content Type
https://www.latimes.com/bestcovery/big-benefits-of-standing-desks, 70, 38, text/html
https://www.latimes.com/world-nation/newsletter/2021-09-02/latinx-files-tacos-veracruz-all-natural-latinx-files, 274, 139, text/html
https://www.latimes.com/bestcovery/best-standing-desk, 84, 46, text/html
https://www.latimes.com/espanol/deportes/articulo/2021-09-15/angels-luis-rengifo-arrest-warrant-venezuela-forgery, 261, 91, text/html
https://www.latimes.com/projects/la-me-sea-level-rise-california-coast/, 110, 106, text/html
https://www.latimes.com/bestcovery/best-play-sand-sets-for-kids, 87, 45, text/html
https://www.latimes.com/books/la-et-jc-pulitzer-winners-richard-powers-david-blight-20190415-story.html, 257, 128, text/html
https://www.latimes.com/bestcovery/the-best-crochet-hook-sets, 93, 49, text/html
https://www.latimes.com/local/obituaries/la-me-monty-hall-snap-story.html, 545, 215, text/html
https://www.latimes.com/entertainment-arts/tv/emmys-mj-rodriguez-pose-fx-the-envelope-the-times-podcast, 265, 136, text/html
https://www.latimes.com/entertainment-arts/movies/story/2021-09-10/malignant-review-james-wan-hbo-max, 272, 142, text/html
https://www.latimes.com/espanol/deportes/articulo/2021-09-19/portland-corta-racha-de-tres-partidos-sin-derrota-del-lafc, 239, 89, text/html
https://www.latimes.com/environment/story/2021-04-26/ddt-waste-barrels-off-la-coast-shock-california-scientists, 314, 137, text/html
https://www.latimes.com/bestcovery/wine, 117, 55, text/html
https://www.latimes.com/entertainment-arts/business/story/2021-09-20/iatse-calls-for-historic-strike-vote?_amp=true, 214, 107, text/html
https://www.latimes.com/bestcovery/best-umbrella, 108, 65, text/html
https://www.latimes.com/espanol/deportes/articulo/2021-09-13/chicharito-no-necesito-credito-o-premios-personales-quiero-el-sexto-titulo-para-el-galaxy, 244, 86, text/html
https://www.latimes.com/lifestyle/story/2021-07-26/what-i-learned-from-growing-first-pot-plant-during-covid, 306, 139, text/html
https://www.latimes.com/entertainment-arts/books/story/2021-09-22/bestsellers-list-sunday-september-26?_amp=true, 226, 108, text/html
https://www.latimes.com/bestcovery/best-aquarium-pump, 78, 46, text/html
https://www.latimes.com/politics/story/2021-09-02/the-supreme-court-signals-that-roe-vs-wade-will-fall-now-that-texas-may-ban-early-abortions, 285, 129, text/html
https://www.latimes.com/entertainment/la-me-rose-marie-snap-20171228-story.html, 277, 132, text/html
https://www.latimes.com/entertainment-arts/movies/story/2021-09-14/review-copshop-gerard-butler-alexis-louder-frank-grillo, 268, 142, text/html
https://www.latimes.com/espanol/vida-y-estilo/articulo/2021-08-14/bebidas-marihuana-verano-consumo, 241, 91, text/html
https://www.latimes.com/bestcovery/best-compression-socks-for-women, 108, 52, text/html
https://www.latimes.com/espanol/deportes/articulo/2021-09-12/stafford-tiene-un-debut-de-romance-con-la-aficion-de-los-rams, 268, 93, text/html
https://www.latimes.com/opinion/story/2021-09-10/bidens-vaccine-mandates-reader-reaction, 273, 131, text/html
https://www.latimes.com/business/story/2021-06-25/column-california-mosquitoes, 277, 135, text/html
https://www.latimes.com/bestcovery/best-cymbal-bag, 88, 48, text/html
https://www.latimes.com/business/story/2021-09-07/column-medicare-dental-reimbursement, 301, 138, text/html
https://www.latimes.com/bestcovery/best-harry-potter-keychain, 112, 54, text/html
https://www.latimes.com/archives/la-xpm-2005-apr-15-me-dworkin15-story.html, 240, 115, text/html
https://www.latimes.com/bestcovery/best-non-slip-socks, 93, 51, text/html
https://www.latimes.com/espanol/deportes/articulo/2021-09-15/julio-urias-logra-triunfo-18-de-la-temporada-y-los-dodgers-se-acercan-a-los-gigantes, 267, 97, text/html
https://www.latimes.com/bestcovery/elevate-wine-wednesday-with-these-products, 68, 38, text/html
https://www.latimes.com/bestcovery/pets, 119, 61, text/html
https://www.latimes.com/bestcovery/best-shoes-for-drummers, 85, 51, text/html
https://www.latimes.com/opinion/newsletter/2021-08-21/opinion-newsletter-larry-elder-recall-opinion, 267, 139, text/html
https://www.latimes.com/california/story/2021-04-15/california-to-use-satellites-to-find-greenhouse-gas-emitters, 281, 124, text/html
https://www.latimes.com/socal/daily-pilot/news/story/2021-09-22/huntington-beach-man-appears-on-jeopardy, 205, 78, text/html
https://www.latimes.com/bestcovery/best-animal-socks, 100, 51, text/html
https://www.latimes.com/bestcovery/puzzle-mat, 89, 48, text/html
https://www.latimes.com/bestcovery/everything-you-need-for-at-home-dog-grooming, 71, 41, text/html
https://www.latimes.com/california/story/2021-07-12/san-joaquin-valley-farm-stand-owner-celebrates-fruit-as-drought-deepens, 352, 133, text/html
https://www.latimes.com/bestcovery/understanding-wine-glass-shapes-for-your-next-dinner-party, 71, 40, text/html
https://www.latimes.com/socal/daily-pilot/news/story/2021-09-16/be-well-oc-keeps-up-momentum-with-huntington-beach-unit, 222, 80, text/html
https://www.latimes.com/world-nation/newsletter/2021-07-22/latinx-files-daca-ruling-latinx-files, 275, 133, text/html
https://www.latimes.com/business/story/2021-08-06/column-health-insurance, 301, 136, text/html
https://www.latimes.com/bestcovery/why-pet-vitamins-are-a-great-investment, 70, 38, text/html
https://www.latimes.com/opinion/op-ed/la-ol-patt-morrison-richard-powers-20180502-htmlstory.html, 289, 133, text/html
https://www.latimes.com/bestcovery/best-electronic-drum-set-overall, 87, 49, text/html
https://www.latimes.com/bestcovery/best-sparkling-wine-overall, 85, 50, text/html
https://www.latimes.com/entertainment-arts/business/story/2021-09-10/the-last-time-it-involved-the-mob-and-warner-bros-could-iatse-strike-again, 280, 131, text/html
https://www.latimes.com/bestcovery/best-shiraz, 88, 50, text/html
https://www.latimes.com/world-nation/story/2019-12-11/greta-thunberg-time-person-of-the-year, 263, 127, text/html
https://www.latimes.com/politics/story/2021-07-01/supreme-court-california-koch-backed-charity-to-reveal-its-big-donors, 270, 127, text/html
https://www.latimes.com/socal/daily-pilot/sports/story/2021-09-14/former-cdm-baseball-coach-john-emme-dies-after-biking-accident, 218, 83, text/html
https://www.latimes.com/socal/daily-pilot/news/story/2021-09-21/laguna-beach-authors-first-novel-is-a-labor-of-love, 215, 80, text/html
https://www.latimes.com/bestcovery/best-nurse-gift, 94, 46, text/html
https://www.latimes.com/bestcovery/inkbox-review-the-best-temporary-tattoo-around, 75, 50, text/html
https://www.latimes.com/bestcovery/guitar-tips-for-beginners, 71, 43, text/html
https://www.latimes.com/bestcovery/the-best-dinosaur-toy, 84, 48, text/html
https://www.latimes.com/obituaries/story/2020-06-18/jean-kennedy-smith-dead, 275, 128, text/html
https://www.latimes.com/archives/la-xpm-2006-dec-10-ca-powers10-story.html, 239, 114, text/html
https://www.latimes.com/science/story/2020-09-14/scientists-may-have-found-extraterrestrial-life-in-venus-clouds-phosphine, 305, 137, text/html
https://www.latimes.com/california/story/2021-05-23/arrests-huntington-beach-tiktok-party, 276, 126, text/html
https://www.latimes.com/world-nation/newsletter/2021-08-12/latinx-files-avenue-26-latinx-files, 272, 133, text/html
https://www.latimes.com/bestcovery/arts-and-crafts, 102, 51, text/html
https://www.latimes.com/bestcovery/best-keyboard-piano-review, 94, 47, text/html
https://www.latimes.com/entertainment-arts/music/story/2020-08-14/why-cant-the-internet-stop-talking-about-cardi-bs-wap-music-video, 299, 140, text/html
https://www.latimes.com/business/story/2021-08-03/column-coronavirus-customer-service, 276, 138, text/html
https://www.latimes.com/espanol/deportes/articulo/2021-09-19/herbert-afirma-que-chargers-no-puede-esperar-ganar-con-tantos-errores, 267, 93, text/html
https://www.latimes.com/socal/daily-pilot/sports/story/2021-09-15/high-school-roundup-costa-mesa-estancia-girls-volleyball-teams-open-orange-coast-league-with-sweeps, 212, 82, text/html
https://www.latimes.com/bestcovery/best-waffle-iron, 85, 47, text/html
https://www.latimes.com/bestcovery/best-baby-book, 115, 55, text/html
https://www.latimes.com/business/story/2021-06-30/column-walmart-insulin, 294, 137, text/html
https://www.latimes.com/bestcovery/labor-day-2020-socially-distanced-party-checklist, 78, 70, text/html
https://www.latimes.com/entertainment-arts/books/story/2021-09-21/is-a-new-book-feminisms-next-new-wave-or-yesterdays-backlash?_amp=true, 229, 125, text/html
https://www.latimes.com/bestcovery/drums, 110, 50, text/html
https://www.latimes.com/espanol/deportes/articulo/2021-09-19/chargers-cae-en-casa-ante-cowboys-con-gol-de-campo, 268, 97, text/html
https://www.latimes.com/bestcovery/the-best-tea-samplers, 93, 51, text/html
https://www.latimes.com/entertainment-arts/books/story/2021-06-07/the-opportunity-to-get-it-right-bill-bratton-former-lapd-chief-reflects-on-a-changed-world, 299, 141, text/html
https://www.latimes.com/entertainment-arts/tv/story/2020-07-30/steinem-and-smeal-why-mrs-america-is-bad-for-american-women, 310, 127, text/html
https://www.latimes.com/bestcovery/best-chardonnay-overall, 93, 53, text/html
https://www.latimes.com/politics/story/2021-08-24/supreme-court-biden-ending-trumps-remain-in-mexico-policy, 276, 129, text/html
https://www.latimes.com/bestcovery/review-best-whiskey-decanters, 88, 51, text/html
https://www.latimes.com/bestcovery/best-flute, 95, 49, text/html
https://www.latimes.com/bestcovery/review-best-whiskey-stones, 101, 48, text/html
https://www.latimes.com/espanol/deportes/articulo/2021-09-12/colombiano-arango-anota-dos-tantos-uno-en-19-segundos-para-darle-al-lafc-segundo-triunfo-al-hilo, 241, 89, text/html
https://www.latimes.com/bestcovery/gift-ideas-for-2020-grads, 73, 54, text/html
https://www.latimes.com/business/story/2021-08-17/coronavirus-imposter-scams, 286, 139, text/html
https://www.latimes.com/bestcovery/sleep-rest, 75, 41, text/html
https://www.latimes.com/espanol/california/articulo/2021-07-09/el-dorado-migration-bay-area, 269, 77, text/html
https://www.latimes.com/bestcovery/best-candle-gift-sets, 77, 40, text/html
https://www.latimes.com/science/story/2021-08-05/heres-how-to-effectively-communicate-with-healthcare-professionals, 302, 136, text/html
https://www.latimes.com/bestcovery/best-pizza-maker-overall, 95, 47, text/html
https://www.latimes.com/entertainment-arts/awards/story/2021-08-25/words-from-mum-help-emma-corrin-overcome-struggles-on-the-crown, 276, 129, text/html
https://www.latimes.com/bestcovery/toys, 68, 37, text/html
https://www.latimes.com/bestcovery/chalk-marker, 100, 48, text/html
https://www.latimes.com/local/obituaries/la-me-monkees-peter-tork-dies-at-77-story.html, 285, 137, text/html
https://www.latimes.com/politics/story/2021-07-02/supreme-court-roberts-court-20210602, 276, 127, text/html
https://www.latimes.com/bestcovery/best-puppy-food, 108, 50, text/html
https://www.latimes.com/bestcovery/best-saxophone, 103, 53, text/html
https://www.latimes.com/business/story/2021-06-08/column-healthcare-medical-devices-hearing-aids, 300, 140, text/html
https://www.latimes.com/entertainment-arts/books/story/2020-02-05/weather-by-jenny-offill-review, 268, 132, text/html
https://www.latimes.com/bestcovery/7-fathers-day-gift-ideas, 74, 51, text/html
https://www.latimes.com/espanol/california/articulo/2020-06-24/el-concejal-de-la-ciudad-de-la-jose-huizar-enfrenta-acusaciones-en-una-investigacion-federal-de-corrupcion, 257, 88, text/html
https://www.latimes.com/bestcovery/best-massage-cushion, 84, 46, text/html
https://www.latimes.com/politics/story/2021-09-09/justice-department-is-preparing-to-sue-texas-to-block-abortion-law, 290, 130, text/html
https://www.latimes.com/bestcovery/best-detail-paint-brush, 78, 45, text/html
https://www.latimes.com/california/story/2020-07-30/l-a-councilman-jose-huizar-indicted, 278, 132, text/html
https://www.latimes.com/bestcovery/registries, 59, 34, text/html
https://www.latimes.com/espanol/deportes/articulo/2021-09-14/canelo-alvarez-confirma-sede-para-su-pelea-ante-caleb-plant, 237, 87, text/html
https://www.latimes.com/projects/2020-photos-videos-covid-elections-protests/, 707, 100, text/html
https://www.latimes.com/california/story/2020-07-05/lapd-911-calls-reimagining-police, 304, 133, text/html
https://www.latimes.com/lifestyle/story/2021-06-10/jen-gunter-wants-to-normalize-menopause-with-her-manifesto, 309, 152, text/html
https://www.latimes.com/bestcovery/best-wet-dog-food, 102, 52, text/html
https://www.latimes.com/opinion/story/2020-01-03/conservatives-are-coming-for-your-pof, 268, 135, text/html
https://www.latimes.com/bestcovery/best-puppy-accessories, 78, 44, text/html
https://www.latimes.com/bestcovery/best-bass-drum-beater, 88, 48, text/html
https://www.latimes.com/california/story/2021-08-24/worst-fires-in-california-history-dixie-camp-and-more, 267, 142, text/html
https://www.latimes.com/espanol/california/articulo/2020-07-06/lapd-responde-a-un-millon-de-llamadas-al-911-cada-ano-pero-relativamente-pocas-por-crimenes-violentos, 252, 86, text/html
https://www.latimes.com/california/story/2021-04-04/how-covid-distance-learning-hurt-california-english-learners, 326, 133, text/html
https://www.latimes.com/bestcovery/best-ceramic-window-tint, 94, 48, text/html
https://www.latimes.com/opinion/story/2021-06-13/op-ed-pandemic-young-people-mental-health-effects, 275, 132, text/html
https://www.latimes.com/bestcovery/best-watercolor-brush-pens, 98, 56, text/html
https://www.latimes.com/entertainment-arts/tv/story/2021-09-20/emmys-2021-cedric-entertainer-opener-biz-markie-just-a-friend-rap-lyrics?_amp=true, 217, 116, text/html
https://www.latimes.com/california/story/2021-08-27/los-angeles-county-sheriffs-deputy-shoots-wounds-man-who-allegedly-pointed-gun-during-foot-chase, 259, 121, text/html
https://www.latimes.com/entertainment-arts/movies/story/2020-02-09/2020-oscars-winners-list, 410, 158, text/html
https://www.latimes.com/lifestyle/story/2021-07-22/the-traditional-therapy-model-is-broken-shes-trying-to-fix-it, 296, 132, text/html
https://www.latimes.com/bestcovery/most-popular-musical-instruments-to-play, 72, 48, text/html
https://www.latimes.com/projects/imagemakers/assets/processed-images/issue-covers/image-i3.71023fdd.jpg, 61, 0, image/jpeg
https://www.latimes.com/bestcovery/wine-tips-every-beginner-needs-to-know, 73, 49, text/html
https://www.latimes.com/socal/daily-pilot/news/story/2021-09-13/going-steady-patients-in-fountain-valley-benefit-from-new-tremors-treatment, 217, 80, text/html
https://www.latimes.com/california/story/2020-08-25/lobbyist-morrie-goldman-guilty-plea, 288, 134, text/html
https://www.latimes.com/bestcovery/best-bread-machine-bread-maker-overall?_amp=true, 116, 39, text/html
https://www.latimes.com/business/story/2021-07-20/column-healthcare-insurance-unitedhealthcare, 279, 139, text/html
https://www.latimes.com/bestcovery/best-snare-drum, 130, 68, text/html
https://www.latimes.com/business/la-fi-tn-yahoo-hack-20171003-story.html, 261, 130, text/html
https://www.latimes.com/bestcovery/best-colored-pencils, 94, 53, text/html
https://www.latimes.com/california/story/2021-01-06/how-la-covid-vaccine-line-skips-healthcare-workers, 324, 136, text/html
https://www.latimes.com/socal/daily-pilot/sports/story/2021-09-20/local-players-earn-junior-all-american-water-polo-honors, 217, 85, text/html
https://www.latimes.com/california/story/2021-09-18/la-me-antivaxx-rally-city-hall, 278, 133, text/html
https://www.latimes.com/bestcovery/different-types-of-guitars-explained, 71, 43, text/html
https://www.latimes.com/opinion/story/2021-05-05/opinion-a-bear-walked-into-a-press-conference-that-should-not-have-happened, 265, 132, text/html
https://www.latimes.com/california/story/2021-09-10/california-lawmakers-vote-to-speed-up-and-simplify-ability-of-terminally-ill-to-end-their-lives, 274, 124, text/html
https://www.latimes.com/entertainment-arts/music/story/2020-01-26/2020-grammy-awards-winners-list, 748, 146, text/html
https://www.latimes.com/bestcovery/different-types-of-wine-explained, 74, 50, text/html
https://www.latimes.com/opinion/op-ed/la-oe-welsh-science-trump-administration-20190304-story.html, 268, 136, text/html
https://www.latimes.com/california/story/2020-11-30/los-angeles-city-hall-corruption-raymond-chan, 287, 135, text/html
https://www.latimes.com/bestcovery/the-evolution-of-portable-music-players, 71, 40, text/html
https://www.latimes.com/california/story/2021-06-06/605-freeway-shootings-investigation, 270, 123, text/html
https://www.latimes.com/bestcovery/travel-photography-tips, 71, 43, text/html
https://www.latimes.com/bestcovery/roof-rack?_amp=true, 121, 35, text/html
https://www.latimes.com/business/la-fi-tn-uber-board-20170930-story.html, 270, 136, text/html
https://www.latimes.com/bestcovery/best-toaster-oven-overall, 94, 51, text/html
https://www.latimes.com/opinion/story/2021-04-09/opinion-prince-philip-stayed-old-school-as-the-british-royal-family-changed, 266, 130, text/html
https://www.latimes.com/california/story/2020-08-29/trump-supporters-and-counter-protesters-shut-down-traffic-in-beverly-hills, 258, 122, text/html
https://www.latimes.com/archives/la-xpm-2000-feb-19-ca-321-story.html, 222, 114, text/html
https://www.latimes.com/bestcovery/best-clarinet, 108, 57, text/html
https://www.latimes.com/business/story/2021-07-16/column-amazon-radar-sleep, 292, 138, text/html
https://www.latimes.com/bestcovery/how-to-upgrade-your-cars-sound-system, 74, 40, text/html
https://www.latimes.com/bestcovery/how-to-properly-enjoy-drinking-champagne, 70, 37, text/html
https://www.latimes.com/espanol/entretenimiento/articulo/2020-02-09/lista-de-ganadores-de-los-oscar-del-2020-parasite-gana-premios-clave-incluyendo-la-mejor-pelicula, 307, 92, text/html
https://www.latimes.com/bestcovery/travel, 72, 39, text/html
https://www.latimes.com/opinion/story/2020-11-25/editorial-black-women-got-biden-elected-of-course-they-did, 272, 131, text/html
https://www.latimes.com/bestcovery/best-lcd-monitor-overall?_amp=true, 130, 40, text/html
https://www.latimes.com/entertainment-arts/awards/hck9-4inrlq-123, 220, 114, text/html
https://www.latimes.com/bestcovery/best-roasting-pan, 138, 75, text/html
https://www.latimes.com/bestcovery/best-drum-throne, 93, 51, text/html
https://www.latimes.com/bestcovery/lifestyle?00000171-8506-dc5d-a17d-c58761120000-page=2, 141, 77, text/html
https://www.latimes.com/california/story/2021-05-07/diesel-death-zones-trigger-new-pollution-rule, 293, 128, text/html
https://www.latimes.com/bestcovery/roof-rack?00000178-fa77-d6d3-a37a-ff7faf130000-page=2, 102, 49, text/html
https://www.latimes.com/bestcovery/best-weird-gifts, 92, 50, text/html
https://www.latimes.com/bestcovery/user/bcstaff, 52, 24, text/html
https://www.latimes.com/bestcovery/best-turkey-fryer-overall, 88, 45, text/html
https://www.latimes.com/espanol/entretenimiento/articulo/2020-01-26/2020-grammy-lista-de-ganadores, 644, 88, text/html
https://www.latimes.com/bestcovery/tips-to-becoming-the-best-percussionist, 71, 44, text/html
https://www.latimes.com/bestcovery/baby-shower-gifts-every-new-parent-will-appreciate, 64, 35, text/html
https://www.latimes.com/entertainment-arts/books/story/2021-07-07/climate-crisis-is-here-so-is-climate-fiction-dont-you-dare-call-it-a-genre, 312, 136, text/html
https://www.latimes.com/bestcovery/vehicle-essentials-travelling-gurus, 74, 39, text/html
https://www.latimes.com/bestcovery/best-cutting-mats, 86, 45, text/html
https://www.latimes.com/opinion/story/2020-09-30/if-trump-cant-disavow-white-supremacists-why-should-anyone-want-him-as-president, 268, 130, text/html
https://www.latimes.com/bestcovery/how-to-cook-the-perfect-turkey?_amp=true, 94, 38, text/html
https://www.latimes.com/sports/story/2021-09-16/college-football-2021-best-games-week-3, 288, 138, text/html
https://www.latimes.com/bestcovery/best-dog-ramp, 82, 48, text/html
https://www.latimes.com/business/technology/story/2020-09-20/trump-wechat-ban-preliminary-injunction, 281, 127, text/html
https://www.latimes.com/business/story/2021-07-23/column-california-medical-data-bill, 279, 138, text/html
https://www.latimes.com/california/story/2021-09-03/california-lawmakers-approve-closely-watched-bill-to-decertify-police-officers, 279, 125, text/html
https://www.latimes.com/opinion/story/2020-10-30/gascon-progressive-prosecutor-challenge, 292, 151, text/html
https://www.latimes.com/california/story/2021-06-16/mackenzie-scott-donates-to-california-schools-organizations, 300, 132, text/html
https://www.latimes.com/bestcovery/how-to-choose-wet-vs-dry-dog-food, 67, 34, text/html
https://www.latimes.com/business/la-fi-tn-twitter-rt-sputnik-russia-20171026-story.html, 270, 132, text/html
https://www.latimes.com/bestcovery/audio-recording, 90, 44, text/html
https://www.latimes.com/bestcovery/best-turkey-baster, 83, 47, text/html
https://www.latimes.com/bestcovery/best-electric-train-sets, 79, 42, text/html
https://www.latimes.com/entertainment/movies/la-et-mn-william-goldman-movies-streaming-20181116-story.html, 279, 134, text/html
https://www.latimes.com/california/story/2021-09-07/california-voters-rejected-zero-bail-now-lawmakers-weigh-new-overhaul-of-system, 275, 125, text/html
https://www.latimes.com/california/story/2021-05-25/pro-palestinian-activists-are-building-a-broad-progressive-coalition-in-the-u-s, 299, 128, text/html
https://www.latimes.com/bestcovery/best-carving-set, 93, 50, text/html
https://www.latimes.com/entertainment-arts/books/story/2020-05-05/lydia-millet-a-childrens-bible-profile, 278, 136, text/html
https://www.latimes.com/entertainment-arts/tv/story/2021-09-20/emmys-2021-presenter-seth-rogen-says-what-were-all-thinking-about-covid-protocols?_amp=true, 225, 113, text/html
https://www.latimes.com/bestcovery/best-bongos, 109, 63, text/html
https://www.latimes.com/espanol/california/articulo/2020-12-22/en-medio-de-una-pandemia-aplastante-esta-camioneta-es-un-salvavidas-para-los-trabajadores-agricolas-de-california, 260, 75, text/html
https://www.latimes.com/bestcovery/best-lcd-monitor-overall?00000178-fa77-d6d3-a37a-ff7faf130000-page=2, 104, 58, text/html
https://www.latimes.com/bestcovery/best-acrylic-markers, 89, 45, text/html
https://www.latimes.com/bestcovery/how-to-cook-the-perfect-turkey?00000178-fa75-d563-a1f9-ffffbcf00000-page=2, 71, 42, text/html
https://www.latimes.com/opinion/story/2021-05-07/campgrounds-for-homeless-people-fine-for-a-while, 263, 127, text/html
https://www.latimes.com/california/story/2021-04-18/survey-shows-how-covid-school-reopenings-differ-across-la, 299, 133, text/html
https://www.latimes.com/sports/story/2021-09-02/tell-us-what-we-left-off-our-list-of-southern-californias-college-bars, 262, 133, text/html
https://www.latimes.com/bestcovery/best-metronome-overall, 90, 48, text/html
https://www.latimes.com/bestcovery/lifestyle?0000016e-d79c-dd8d-ad6f-f7ff8b770000-page=2, 156, 77, text/html
https://www.latimes.com/bestcovery/best-co-sleeper, 88, 47, text/html
https://www.latimes.com/california/story/2021-06-28/russian-river-valley-hit-again-early-by-california-drought, 321, 124, text/html
https://www.latimes.com/entertainment-arts/books/story/2021-09-16/with-bewilderment-novelist-richard-powers-is-the-dark-prince-of-climate-pessimism?_amp=true, 230, 125, text/html
https://www.latimes.com/business/story/2021-07-13/coronavirus-pandemic-insomnia-how-to-fix-it, 277, 138, text/html
https://www.latimes.com/bestcovery/best-play-yard, 92, 50, text/html
https://www.latimes.com/entertainment-arts/tv/story/2021-08-11/jeopardy-host-mike-richards-mayim-bialik-analysis, 323, 140, text/html
https://www.latimes.com/bestcovery/gringo-bandito-hot-sauce-review, 76, 47, text/html
https://www.latimes.com/bestcovery/best-gps-overall, 87, 49, text/html
https://www.latimes.com/entertainment/movies/la-et-mn-fall-movie-star-transformations-20181101-story.html, 315, 138, text/html
https://www.latimes.com/bestcovery/best-baby-formula, 109, 57, text/html
https://www.latimes.com/entertainment-arts/business/newsletter/2021-08-17/wide-shot-streaming-life-confusion-screen-gab-the-wide-shot, 301, 137, text/html
https://www.latimes.com/california/story/2021-03-27/hundreds-march-los-angeles-koreatown-stop-asian-hate-rallies, 299, 132, text/html
https://www.latimes.com/bestcovery/best-toddler-learning-kits, 102, 57, text/html
https://www.latimes.com/espanol/california/articulo/2020-11-12/is-california-headed-to-a-third-coronavirus-wave, 261, 94, text/html
https://www.latimes.com/bestcovery/best-snare-stand, 87, 48, text/html
https://www.latimes.com/politics/story/2021-08-10/infrastructure-bill-california-water, 292, 129, text/html
https://www.latimes.com/opinion/story/2021-01-31/opinion-myanmar-military-coup-outrage, 263, 129, text/html
https://www.latimes.com/bestcovery/best-gaming-keyboards, 95, 46, text/html
https://www.latimes.com/politics/story/2021-08-16/democrats-demand-pentagon-wildfire-monitoring-program, 264, 127, text/html
https://www.latimes.com/bestcovery/how-to-carry-your-baby, 71, 39, text/html
https://www.latimes.com/opinion/story/2019-08-30/los-angeles-sheriff-villanueva-supervisors-elections-history, 270, 126, text/html
https://www.latimes.com/politics/story/2021-07-13/with-trump-appointees-9th-circuit-suffers-another-year-of-reversals-at-supreme-court, 283, 133, text/html
https://www.latimes.com/bestcovery/guitars, 123, 60, text/html
https://www.latimes.com/bestcovery/best-board-games-for-adults-review, 108, 54, text/html
https://www.latimes.com/bestcovery/best-baby-swing, 88, 46, text/html
https://www.latimes.com/california/story/2021-09-08/ballot-collection-california-recall-newsom-democrats-republicans, 322, 147, text/html
https://www.latimes.com/sports/dodgers/story/2021-08-27/trevor-bauer-administrative-leave-extended-another-week-dodgers, 251, 128, text/html
https://www.latimes.com/bestcovery/best-merlot-wine, 101, 58, text/html
https://www.latimes.com/opinion/story/2021-08-27/sirhan-rfk-assassin-parole, 269, 130, text/html
https://www.latimes.com/bestcovery/woodwinds, 61, 33, text/html
https://www.latimes.com/bestcovery/kids-babies?0000016e-d35a-dd8d-ad6f-f37be28d0000-page=2, 95, 46, text/html
https://www.latimes.com/entertainment-arts/movies/story/2020-01-05/2020-golden-globes-winners-complete-list, 603, 173, text/html
https://www.latimes.com/bestcovery/best-box-cajon, 108, 63, text/html
https://www.latimes.com/california/story/2021-06-03/myanmar-burmese-diaspora-reaction, 284, 125, text/html
https://www.latimes.com/california/story/2020-11-17/l-a-mayor-urges-residents-to-stay-home-as-covid-rages-unchecked, 305, 139, text/html
https://www.latimes.com/business/story/2021-06-04/column-cats-dna-dental-care, 276, 137, text/html
https://www.latimes.com/bestcovery/essential-items-for-guitarists, 72, 46, text/html
https://www.latimes.com/politics/story/2021-08-04/justice-kavanaugh-is-the-best-known-least-popular-supreme-court-justice-poll-finds, 268, 126, text/html
https://www.latimes.com/bestcovery/best-tart-pan, 91, 45, text/html
https://www.latimes.com/california/story/2020-04-23/federal-judge-blocks-californias-ammunition-purchase-law?_amp=true, 212, 101, text/html
https://www.latimes.com/bestcovery/best-violin-overall, 118, 62, text/html
https://www.latimes.com/bestcovery/gift-ideas, 61, 34, text/html
https://www.latimes.com/opinion/story/2020-11-05/trump-policing-panel-broke-the-law, 265, 130, text/html
https://www.latimes.com/sports/story/2021-08-27/trevor-bauer-police-allege-sexual-assault-district-attorney-dodgers-pitcher, 284, 136, text/html
https://www.latimes.com/bestcovery/best-pacifier, 122, 68, text/html
https://www.latimes.com/espanol/eeuu/articulo/2021-08-13/covid-19-sintomas-largo-plazo-sistemas-salud, 296, 101, text/html
https://www.latimes.com/bestcovery/best-dish-towel, 118, 54, text/html
https://www.latimes.com/business/la-fi-lazarus-newsletter-california-inc-20190708-story.html, 274, 143, text/html
https://www.latimes.com/bestcovery/best-french-press, 93, 50, text/html
https://www.latimes.com/business/story/2021-07-29/diabetes-drug-weight-management-formula-big-price, 298, 133, text/html
https://www.latimes.com/bestcovery/review-best-cast-iron-griddles, 95, 46, text/html
https://www.latimes.com/sports/story/2021-09-16/week-3-college-football-picks-auburn-at-penn-state-usc-ucla-and-more, 272, 120, text/html
https://www.latimes.com/politics/story/2021-09-09/house-democrats-are-ready-with-a-bill-to-legalize-abortion-but-it-wont-be-that-simple, 281, 128, text/html
https://www.latimes.com/socal/daily-pilot/news/story/2021-05-23/arrests-huntington-beach-tiktok-party, 219, 84, text/html
https://www.latimes.com/bestcovery/baby-gear, 108, 53, text/html
https://www.latimes.com/opinion/opinion-la/la-ed-judicial-20160607-snap-story.html, 270, 129, text/html
https://www.latimes.com/bestcovery/best-drum-cases, 89, 45, text/html
https://www.latimes.com/entertainment/movies/la-et-mn-july-4-box-office-history-20180629-story.html, 410, 151, text/html
https://www.latimes.com/sports/dodgers/story/2021-08-21/max-scherzer-survives-a-tricky, 267, 132, text/html
https://www.latimes.com/bestcovery/best-toddler-playpen, 93, 51, text/html
https://www.latimes.com/bestcovery/the-different-types-of-coffee-makers-explained?_amp=true, 97, 33, text/html
https://www.latimes.com/bestcovery/guide-to-dehydrating-food, 71, 38, text/html
https://www.latimes.com/bestcovery/best-electric-wine-openers, 93, 48, text/html
https://www.latimes.com/california/story/2021-07-02/el-dorado-migration-bay-area, 334, 122, text/html
https://www.latimes.com/bestcovery/butane-torch, 111, 51, text/html
