URLs Downloaded, Size(KB), # of Outlinks Found, Content Type
https://www.latimes.com/science/newsletter/2020-12-16/coronavirus-today-california-hospitals-icu-struggle-coronavirus-today, 297, 147, text/html
https://www.latimes.com/california/story/2021-08-09/flares-chevron-refinery-light-up-the-sky-el-segundo, 261, 124, text/html
https://www.latimes.com/science/newsletter/2020-12-29/coronavirus-today-our-century-old-mask-wars-coronavirus-today, 300, 149, text/html
https://www.latimes.com/science/newsletter/2020-04-08/coronavirus-today-the-most-at-risk-coronavirus-today, 290, 176, text/html
https://www.latimes.com/science/newsletter/2021-07-20/pandemic-olympics-coronavirus-today, 323, 168, text/html
https://www.latimes.com/california/story/2021-02-12/hollywood-forever-crematorium-takes-on-covid-death-surge?_amp=true, 288, 103, text/html
https://www.latimes.com/science/newsletter/2021-05-06/federal-writers-project-bill-ted-lieu-coronavirus-today, 306, 167, text/html
https://www.latimes.com/science/newsletter/2020-08-12/pac-12-big-10-football-canceled-coronavirus-today, 279, 160, text/html
https://www.latimes.com/science/newsletter/2020-05-18/scientists-clinical-trials-coronavirus-today, 287, 158, text/html
https://www.latimes.com/science/newsletter/2021-07-02/coronavirus-today-template-m-th-coronavirus-today, 313, 167, text/html
https://www.latimes.com/science/newsletter/2020-06-23/record-cases-california-reopening-coronavirus-today, 283, 161, text/html
https://www.latimes.com/science/newsletter/2020-04-10/coronavirus-today-return-to-normal-coronavirus-today, 298, 180, text/html
https://www.latimes.com/science/newsletter/2021-03-04/vaccines-disadvantaged-tiers-coronavirus-today, 306, 166, text/html
https://www.latimes.com/entertainment-arts/movies/story/2021-06-03/theo-anthony-all-light-everywhere-documentary-surveillance-policing, 272, 129, text/html
https://www.latimes.com/science/newsletter/2020-09-09/vaccine-astrazeneca-trial-coronavirus-today, 285, 158, text/html
https://www.latimes.com/california/story/2021-07-05/pandemic-pause-pickup-basketball-players-communion, 294, 123, text/html
https://www.latimes.com/recipe/pasjoli-rice-pudding-recipe, 330, 131, text/html
https://www.latimes.com/science/newsletter/2020-08-24/watch-list-orange-fires-covid-coronavirus-today, 278, 157, text/html
https://www.latimes.com/science/newsletter/2021-03-10/indigenous-cielo-language-vaccine-access-coronavirus-today, 309, 162, text/html
https://www.latimes.com/science/newsletter/2020-05-28/california-reopening-rollback-coronavirus-today, 288, 157, text/html
https://www.latimes.com/california/story/2020-03-10/asian-enough-podcast?_amp=true, 186, 96, text/html
https://www.latimes.com/science/newsletter/2020-09-03/depression-library-blood-plasma-coronavirus-today, 289, 163, text/html
https://www.latimes.com/science/newsletter/2021-01-06/vaccine-rollout-line-jumping-coronavirus-today, 299, 147, text/html
https://www.latimes.com/recipe/tyler-pie, 312, 125, text/html
https://www.latimes.com/science/newsletter/2021-06-29/delta-variant-face-masks-coronavirus-today, 316, 174, text/html
https://www.latimes.com/science/newsletter/2020-12-09/coronavirus-today-vaccines-trust-latinos-coronavirus-today, 297, 145, text/html
https://www.latimes.com/science/newsletter/2021-03-09/california-vs-florida-coronavirus-today, 308, 166, text/html
https://www.latimes.com/entertainment-arts/tv/story/2021-06-11/legendary-hbo-max-season-2-leiomy-maldonado-dashaun-wesley, 317, 133, text/html
https://www.latimes.com/science/newsletter/2020-09-23/survival-matters-to-arizona-voters-during-covid-coronavirus-today, 291, 157, text/html
https://www.latimes.com/science/newsletter/2021-05-13/coronavirus-today-thursday-may13-coronavirus-today, 300, 167, text/html
https://www.latimes.com/science/newsletter/2021-03-17/pico-boulevard-businesses-coronavirus-today, 302, 162, text/html
https://www.latimes.com/science/newsletter/2020-12-28/coronavirus-today-la-vulnerable-virus-coronavirus-today, 294, 146, text/html
https://www.latimes.com/science/newsletter/2020-11-11/tool-map-transmission-risk-georgia-tech-coronavirus-today, 301, 154, text/html
https://www.latimes.com/science/newsletter/2020-03-31/coronavirus-today-cases-california-new-york-social-distancing-coronavirus-today, 292, 165, text/html
https://www.latimes.com/recipe/pan-roasted-honey-brioche, 340, 129, text/html
https://www.latimes.com/science/newsletter/2020-03-26/coronavirus-today-ventilators-unemployment-rent-relief-coronavirus-today, 292, 169, text/html
https://www.latimes.com/science/newsletter/2020-04-14/coronavirus-today-trump-governors-economy-coronavirus-today, 287, 161, text/html
https://www.latimes.com/science/newsletter/2021-05-20/public-health-funding-newsom-budget-coronavirus-today, 306, 166, text/html
https://www.latimes.com/science/newsletter/2020-12-14/coronavirus-today-first-shots-vaccine-coronavirus-today, 296, 148, text/html
https://www.latimes.com/science/newsletter/2021-08-10/coronavirus-today-back-to-school-blues-coronavirus-today, 312, 164, text/html
https://www.latimes.com/lifestyle/story/2020-04-02/time-to-make-your-own-face-mask-doctors-and-hospitals-show-you-how, 272, 130, text/html
https://www.latimes.com/science/newsletter/2020-11-17/coronavirus-today-california-mask-mandate-coronavirus-today, 303, 160, text/html
https://www.latimes.com/science/newsletter/2021-01-12/coronavirus-today-wear-mask-at-home-coronavirus-today, 297, 150, text/html
https://www.latimes.com/california/story/2021-09-09/little-support-for-candidate-elder-in-south-la, 317, 141, text/html
https://www.latimes.com/science/newsletter/2020-08-06/virus-path-east-los-angeles-coronavirus-today, 279, 159, text/html
https://www.latimes.com/science/newsletter/2020-10-22/covid-19-pandemic-trump-biden-debate-coronavirus-today, 297, 159, text/html
https://www.latimes.com/science/newsletter/2020-06-09/coronavirus-study-bay-area-coronavirus-today, 278, 157, text/html
https://www.latimes.com/california/story/2020-12-21/party-van-gives-covid-19-masks-food-farmworkers, 320, 116, text/html
https://www.latimes.com/science/newsletter/2020-05-19/children-kawasaki-inflammatory-syndrome-coronavirus-today, 286, 161, text/html
https://www.latimes.com/recipe/flourless-fudgy-brownies, 318, 129, text/html
https://www.latimes.com/science/newsletter/2020-08-04/census-undercount-pandemic-coronavirus-today-newsletter-coronavirus-today, 282, 164, text/html
https://www.latimes.com/science/newsletter/2021-06-18/rush-vaccinate-children-myocarditis-coronavirus-today, 325, 166, text/html
https://www.latimes.com/science/newsletter/2021-01-14/coronavirus-today-vaccine-rollout-botched-coronavirus-today, 295, 158, text/html
https://www.latimes.com/science/newsletter/2020-11-03/voting-goes-viral-election-day-coronavirus-today, 296, 156, text/html
https://www.latimes.com/science/story/2020-11-11/covid-19-risk-thanksgiving-2020-what-to-expect, 295, 134, text/html
https://www.latimes.com/california/story/2021-08-05/l-a-taking-aggressive-new-actions-to-fight-delta-variant-how-it-will-affect-you, 321, 141, text/html
https://www.latimes.com/science/newsletter/2021-03-11/one-year-cascading-collective-trauma-coronavirus-today, 307, 169, text/html
https://www.latimes.com/science/newsletter/2020-06-11/vaccine-by-2020-coronavirus-today, 277, 155, text/html
https://www.latimes.com/science/newsletter/2021-01-07/coronavirus-today-school-reopening-debate-coronavirus-today, 297, 147, text/html
https://www.latimes.com/science/newsletter/2020-09-29/kids-not-immune-cdc-coronavirus-today-coronavirus-today, 294, 163, text/html
https://www.latimes.com/science/story/2021-02-07/how-the-u-s-plans-to-keep-tabs-on-the-coronavirus-variants-in-circulation-here, 310, 146, text/html
https://www.latimes.com/entertainment-arts/movies/story/2021-06-08/tyler-perry-brings-madea-character-back-for-netflix-movie, 274, 139, text/html
https://www.latimes.com/science/newsletter/2021-06-15/california-reopens-coronavirus-today, 315, 169, text/html
https://www.latimes.com/science/newsletter/2020-11-10/california-reopening-backslide-coronavirus-today, 301, 155, text/html
https://www.latimes.com/entertainment-arts/business/story/2020-03-24/entertainment-industry-offers-string-of-funds-for-help, 283, 156, text/html
https://www.latimes.com/science/newsletter/2020-05-11/death-forecast-california-coronavirus-today, 288, 160, text/html
https://www.latimes.com/business/story/2020-10-09/coronavirus-dungeons-and-dragons, 287, 139, text/html
https://www.latimes.com/science/newsletter/2020-11-24/coronavirus-today-california-spike-thanksgiving-coronavirus-today, 303, 154, text/html
https://www.latimes.com/science/newsletter/2020-05-27/california-cases-us-deaths-100000-coronavirus-today, 283, 161, text/html
https://www.latimes.com/science/newsletter/2021-07-23/coronavirus-today-template-m-th-coronavirus-today, 321, 170, text/html
https://www.latimes.com/science/newsletter/2021-05-24/coronavirus-today-how-do-you-capture-the-pandemic-in-a-high-school-yearbook-coronavirus-today, 312, 162, text/html
https://www.latimes.com/science/newsletter/2020-09-30/super-spreaders-covid-19-coronavirus-today, 295, 159, text/html
https://www.latimes.com/california/story/2021-08-02/bay-area-counties-mandate-indoor-mask-wearing-joining-l-a-as-delta-variant-rages, 286, 133, text/html
https://www.latimes.com/california/story/2021-06-19/juneteenth-2021-los-angeles-pandemic-event, 312, 130, text/html
https://www.latimes.com/science/newsletter/2020-06-03/california-racism-protests-covid-coronavirus-today, 290, 163, text/html
https://www.latimes.com/food/story/2021-09-15/michelin-stars-for-2021-are-returning-to-california-sept-28?_amp=true, 208, 106, text/html
https://www.latimes.com/science/newsletter/2021-01-04/coronavirus-today-the-post-christmas-surge-is-here-coronavirus-today, 304, 149, text/html
https://www.latimes.com/science/newsletter/2021-04-29/going-to-disneyland-coronavirus-today, 306, 171, text/html
https://www.latimes.com/science/newsletter/2021-04-26/public-health-service-covid-coronavirus-today, 308, 163, text/html
https://www.latimes.com/science/newsletter/2020-09-16/gun-violence-homicides-redfield-vaccine-coronavirus-today, 290, 159, text/html
https://www.latimes.com/science/newsletter/2021-06-09/adult-children-parents-pandemic-coronavirus-today, 305, 162, text/html
https://www.latimes.com/science/newsletter/2021-07-06/basketball-hospitals-vaccines-coronavirus-today, 303, 156, text/html
https://www.latimes.com/science/newsletter/2020-04-22/second-wave-infections-protests-california-coronavirus-today, 291, 165, text/html
https://www.latimes.com/science/newsletter/2020-07-08/fall-schools-covid-19-california-coronavirus-today, 280, 164, text/html
https://www.latimes.com/science/newsletter/2021-05-26/pandemic-death-rates-vaccination-charts-coronavirus-today, 319, 166, text/html
https://www.latimes.com/science/story/2021-02-10/why-scientists-are-not-panicking-about-new-coronavirus-variants, 307, 138, text/html
https://www.latimes.com/science/newsletter/2021-05-18/tokyo-olympics-opposition-coronavirus-today, 304, 166, text/html
https://www.latimes.com/science/newsletter/2020-08-26/testing-newsom-perkinelmer-coronavirus-today, 277, 162, text/html
https://www.latimes.com/california/story/2021-01-17/covid-19-coronavirus-vaccine-update-pandemic, 283, 128, text/html
https://www.latimes.com/science/newsletter/2020-05-04/newsom-reopen-california-coronavirus-today, 276, 151, text/html
https://www.latimes.com/science/newsletter/2020-04-24/heat-wave-beaches-coronavirus-today, 295, 176, text/html
https://www.latimes.com/business/story/2020-03-23/how-to-file-for-unemployment-coronavirus, 264, 135, text/html
https://www.latimes.com/science/newsletter/2020-03-09/coronavirus-today-oil-prices-economic-impact, 277, 150, text/html
https://www.latimes.com/california/story/2021-09-14/newsom-vs-elder-divide-california-recall-ballot-box, 343, 159, text/html
https://www.latimes.com/california/story/2021-08-05/l-a-county-court-will-fire-employees-who-dont-get-coronavirus-vaccine-after-full-fda-approval, 282, 124, text/html
https://www.latimes.com/science/newsletter/2021-02-04/coronavirus-today-school-reopening-vaccinations-teachers-coronavirus-today, 313, 157, text/html
https://www.latimes.com/science/newsletter/2020-08-05/apple-fire-evacuations-covid-coronavirus-today, 280, 159, text/html
https://www.latimes.com/science/newsletter/2020-11-04/coronavirus-today-election-minks-coronavirus-today, 299, 160, text/html
https://www.latimes.com/science/newsletter/2020-11-23/coronavirus-today-lockdown-measures-california-coronavirus-today, 302, 156, text/html
https://www.latimes.com/science/newsletter/2021-08-13/coronavirus-today-friday-template-coronavirus-today, 329, 178, text/html
https://www.latimes.com/recipe/classic-pound-cake, 318, 128, text/html
https://www.latimes.com/science/newsletter/2021-04-07/bakersfield-vaccine-destination-coronavirus-today, 308, 162, text/html
https://www.latimes.com/science/newsletter/2021-02-09/coronavirus-today-covid-medical-bills-coronavirus-today, 307, 156, text/html
https://www.latimes.com/entertainment-arts/books/story/2021-07-15/colin-kaepernick-childrens-book-color-myself-different, 266, 132, text/html
https://www.latimes.com/science/newsletter/2020-10-08/white-house-missing-contact-tracers-coronavirus-today, 292, 158, text/html
https://www.latimes.com/science/newsletter/2020-03-30/coronavirus-today-health-corps-instacart-strike-coronavirus-today, 287, 160, text/html
https://www.latimes.com/science/newsletter/2021-02-23/california-dominant-strain-triple-threat-coronavirus-today, 306, 164, text/html
https://www.latimes.com/science/newsletter/2021-04-22/lausd-schools-immigrant-parents-coronavirus-today, 299, 157, text/html
https://www.latimes.com/california/story/2021-08-08/pregnant-woman-killed-after-road-rage-incident-in-long-beach, 257, 123, text/html
https://www.latimes.com/california/newsletter/2021-04-05/schools-reopening-finding-parents-answers-8-to-3, 272, 138, text/html
https://www.latimes.com/science/newsletter/2020-04-07/coronavirus-today-masks-mandatory-garcetti-coronavirus-today, 297, 176, text/html
https://www.latimes.com/recipe/brown-sugar-cookies-with-maple-drizzle, 319, 128, text/html
https://www.latimes.com/science/newsletter/2021-03-03/homeless-hotels-project-roomkey-coronavirus-today, 316, 166, text/html
https://www.latimes.com/science/newsletter/2020-08-13/california-reopening-cases-spike-coronavirus-today, 283, 163, text/html
https://www.latimes.com/science/newsletter/2020-07-23/workers-fears-safety-covid-coronavirus-today, 283, 163, text/html
https://www.latimes.com/science/newsletter/2021-01-25/coronavirus-today-regional-stay-at-home-order-lifted-coronavirus-today, 307, 167, text/html
https://www.latimes.com/science/newsletter/2021-06-08/barbara-ferrer-public-health-pandemic-coronavirus-today, 303, 168, text/html
https://www.latimes.com/science/newsletter/2021-04-20/school-of-rock-music-education-coronavirus-today, 307, 158, text/html
https://www.latimes.com/science/story/2021-01-08/when-will-covid-surge-be-over-heres-what-to-watch-for, 299, 133, text/html
https://www.latimes.com/science/newsletter/2021-07-16/coronavirus-today-template-m-th-coronavirus-today, 316, 170, text/html
https://www.latimes.com/science/newsletter/2021-07-13/covid-19-treatments-coronavirus-today, 310, 166, text/html
https://www.latimes.com/entertainment-arts/music/story/2021-06-01/lil-nas-x-gives-advice-to-allies-to-lgbtq-allies, 300, 142, text/html
https://www.latimes.com/science/newsletter/2020-04-17/antibodies-testing-true-spread-coronavirus-today, 292, 179, text/html
https://www.latimes.com/science/story/2020-10-02/president-trump-covid-19-contact-tracing, 301, 128, text/html
https://www.latimes.com/recipe/vegan-carrot-banana-cake, 301, 124, text/html
https://www.latimes.com/food/story/2021-05-16/phenakite-los-angeles-times-restaurant-of-the-year, 279, 139, text/html
https://www.latimes.com/science/newsletter/2021-04-13/california-pauses-jnj-shots-rare-blood-clots-coronavirus-today, 306, 165, text/html
https://www.latimes.com/science/newsletter/2020-05-01/newsom-pressure-stay-home-orders-coronavirus-today, 291, 174, text/html
https://www.latimes.com/california/story/2020-03-23/coronavirus-devastation-immigrants, 286, 126, text/html
https://www.latimes.com/science/newsletter/2021-02-02/coronavirus-today-variant-mutation-virus-covid-coronavirus-today, 309, 156, text/html
https://www.latimes.com/science/story/2020-08-31/covid-tests-with-saliva-are-comparable-to-nasal-swab-tests, 291, 137, text/html
https://www.latimes.com/espanol/california/articulo/2021-09-14/debe-permanecer-newsom-como-gobernador-de-california, 270, 96, text/html
https://www.latimes.com/entertainment-arts/tv/story/2019-11-06/amazon-prime-critical-role-vox-machina, 302, 141, text/html
https://www.latimes.com/science/newsletter/2020-05-06/california-businesses-survival-coronavirus-today, 283, 162, text/html
https://www.latimes.com/california/story/2021-08-08/officials-advising-caution-mothers-beach-santa-monica-pier, 263, 127, text/html
https://www.latimes.com/world-nation/story/2020-06-08/protesters-louisville-police-killing-breonna-taylor-david-mcatee-george-floyd, 318, 136, text/html
https://www.latimes.com/science/newsletter/2020-03-25/coronavirus-today-economic-jump-start-coronavirus-today, 285, 161, text/html
https://www.latimes.com/about/pressreleases/story/2021-09-09/los-angeles-times-food-bowl-presented-by-city-national-bank-to-take-place-this-october?_amp=true, 189, 108, text/html
https://www.latimes.com/recipe/doughnut-holes, 247, 113, text/html
https://www.latimes.com/science/newsletter/2020-11-16/coronavirus-today-moderna-vaccine-pfizer-coronavirus-today, 306, 156, text/html
https://www.latimes.com/california/story/2021-01-13/online-d-d-provides-relief-covid-19-pandemic?_amp=true, 271, 110, text/html
https://www.latimes.com/science/newsletter/2020-12-15/coronavirus-today-first-shots-pfizer-vaccine-coronavirus-today, 292, 146, text/html
https://www.latimes.com/newsletters/coronavirus-today, 249, 116, text/html
https://www.latimes.com/world-nation/story/2020-08-21/surprising-tale-first-la-covid-19-case, 342, 123, text/html
https://www.latimes.com/science/newsletter/2021-05-17/coronavirus-today-051721-coronavirus-today, 314, 167, text/html
https://www.latimes.com/science/newsletter/2020-04-09/coronavirus-today-vaccine-doctors-nurse-sketches-coronavirus-today, 285, 161, text/html
https://www.latimes.com/recipe/homemade-tv-dinner, 326, 128, text/html
https://www.latimes.com/entertainment/movies/la-ca-martin-scorsese-conversation-20180801-story.html, 293, 138, text/html
https://www.latimes.com/science/newsletter/2020-10-26/verily-google-testing-disparities-coronavirus-today, 297, 159, text/html
https://www.latimes.com/world-nation/story/2021-04-02/children-vaccination-campaign-against-coronavirus, 305, 132, text/html
https://www.latimes.com/entertainment-arts/story/2021-08-19/covid-vaccination-mandate-actors-theater-broadway, 285, 150, text/html
https://www.latimes.com/california/story/2020-10-02/the-coronavirus-waiting-game-it-can-take-days-for-symptoms-to-appear-longer-for-severe-illness?_amp=true, 236, 125, text/html
https://www.latimes.com/science/newsletter/2020-11-09/coronavirus-today-biden-masks-pfizer-vaccine-coronavirus-today, 309, 164, text/html
https://www.latimes.com/science/newsletter/2021-01-05/coronavirus-today-frontline-workers-turning-down-vaccine-coronavirus-today, 301, 149, text/html
https://www.latimes.com/entertainment-arts/music/story/2021-05-25/travis-barker-quit-painkiller-addiction-after-2008-plane-crash, 301, 136, text/html
https://www.latimes.com/food/story/2021-09-12/food-sofi-stadium-rams-chargers?_amp=true, 265, 108, text/html
https://www.latimes.com/science/newsletter/2021-07-27/coronavirus-today-cdc-recommends-masks-again-coronavirus-today, 318, 176, text/html
https://www.latimes.com/california/story/2020-04-06/how-to-guide-to-coronavirus-face-masks-how-to, 339, 154, text/html
https://www.latimes.com/science/newsletter/2020-10-28/coronavirus-today-dodgers-covid-california-coronavirus-today, 297, 161, text/html
https://www.latimes.com/coronaviruspodcast?_amp=true, 195, 101, text/html
https://www.latimes.com/books/la-ca-jc-david-lynch-book-20180620-story.html, 284, 127, text/html
https://www.latimes.com/entertainment-arts/story/2021-07-26/column-a-father-writes-to-a-critic-who-panned-his-sons-play-the-critic-responds, 281, 139, text/html
https://www.latimes.com/recipe/mixed-melons-with-rosewater-granita-and-pistachios, 319, 129, text/html
https://www.latimes.com/california/story/2020-03-04/coronavirus-danger-touching-your-face-how-to-stop-doing-it, 294, 139, text/html
https://www.latimes.com/entertainment/movies/la-et-archives-harry-potter-half-blood-prince-review-20170626-story.html, 271, 132, text/html
https://www.latimes.com/sports/j3vdqe0hktk-123, 213, 110, text/html
https://www.latimes.com/world-nation/story/2020-09-03/ap-source-suspect-in-portland-death-killed-by-investigators, 287, 131, text/html
https://www.latimes.com/science/newsletter/2021-02-10/coronavirus-today-teenager-students-jobs-bills-covid-coronavirus-today, 310, 159, text/html
https://www.latimes.com/recipes/search?f0=00000170-8879-dcf6-a179-cef9619c0000&p=2&q, 373, 138, text/html
https://www.latimes.com/science/newsletter/2021-03-15/california-red-tier-great-reopening-coronavirus-today, 305, 167, text/html
https://www.latimes.com/science/story/2021-07-12/are-covid-19-symptoms-different-with-the-delta-variant, 300, 136, text/html
https://www.latimes.com/science/newsletter/2020-04-03/coronavirus-today-cdc-masks-grocery-amazon-coronavirus-today, 293, 178, text/html
https://www.latimes.com/science/newsletter/2020-03-12/coronavirus-today-disneyland-eating-out-food-restaurants-shopping-coronavirus-today, 277, 157, text/html
https://www.latimes.com/science/story/2020-05-09/was-the-coronavirus-made-in-a-wuhan-lab-heres-what-the-genetic-evidence-shows, 318, 155, text/html
https://www.latimes.com/science/newsletter/2020-05-07/california-deficit-economy-coronavirus-today, 279, 157, text/html
https://www.latimes.com/sports/story/2020-09-09/10-photos-inside-sofi-stadium, 305, 120, text/html
https://www.latimes.com/science/newsletter/2020-05-05/environment-boiling-point-mutation-coronavirus-today, 290, 166, text/html
https://www.latimes.com/science/newsletter/2020-07-27/economic-stimulus-checks-debate-coronavirus-today, 282, 165, text/html
https://www.latimes.com/science/newsletter/2020-12-21/coronavirus-today-stay-home-order-working-coronavirus-today, 295, 148, text/html
https://www.latimes.com/california/story/2021-08-31/caldor-and-dixie-fires-first-burn-from-one-side-of-sierra-to-the-other, 283, 150, text/html
https://www.latimes.com/science/newsletter/2020-06-01/california-george-floyd-protests-covid-coronavirus-today, 286, 156, text/html
https://www.latimes.com/world-nation/story/2021-07-06/britain-covid-restrictions-ending, 273, 130, text/html
https://www.latimes.com/recipe/basic-crepes, 316, 128, text/html
https://www.latimes.com/archives/la-xpm-2008-feb-07-et-bcamart7-story.html, 240, 119, text/html
https://www.latimes.com/entertainment-arts/books/story/2020-09-14/jk-rowlings-troubled-blood-robert-galbraith-transphobic, 268, 142, text/html
https://www.latimes.com/science/newsletter/2020-06-30/doctors-nurses-angry-spread-coronavirus-today, 283, 163, text/html
https://www.latimes.com/science/newsletter/2021-07-09/coronavirus-today-template-m-th-coronavirus-today, 310, 165, text/html
https://www.latimes.com/world-nation/story/2021-07-01/israel-scrambles-curb-jump-covid-infections, 270, 129, text/html
https://www.latimes.com/science/newsletter/2020-03-18/coronavirus-today-hiking-hospitals-immigration-coronavirus-today, 283, 161, text/html
https://www.latimes.com/entertainment/movies/la-ca-mn-robert-mitchum-critics-sidebar-20170804-story.html, 272, 132, text/html
https://www.latimes.com/entertainment-arts/story/2021-07-14/shakespeare-midsummer-nights-dream-julius-caesar-theatricum, 275, 138, text/html
https://www.latimes.com/science/newsletter/2021-02-16/coronavirus-today-anthony-fauci-joe-biden-coronavirus-today, 300, 163, text/html
https://www.latimes.com/recipe/strawberry-lemonade-sorbet-floats, 315, 125, text/html
https://www.latimes.com/science/newsletter/2021-04-14/hollywood-tv-film-production-coronavirus-today, 310, 166, text/html
https://www.latimes.com/california/story/2021-01-25/new-coronavirus-strains-urgent-threat-what-to-know, 320, 143, text/html
https://www.latimes.com/entertainment-arts/story/2021-09-17/things-to-do-la-oc-classic-movies-jesus-christ-harry-potter?_amp=true, 234, 149, text/html
https://www.latimes.com/science/newsletter/2020-07-07/covid-death-rate-california-coronavirus-today, 280, 159, text/html
https://www.latimes.com/science/newsletter/2020-07-28/toll-essential-workers-latino-coronavirus-today, 281, 163, text/html
https://www.latimes.com/lifestyle/image/story/2021-08-18/these-cool-parents-are-driving-culture-in-los-angeles-which-one-are-you, 298, 123, text/html
https://www.latimes.com/lifestyle/story/2021-03-14/2021-grammys-fashion-from-the-red-carpet, 431, 123, text/html
https://www.latimes.com/recipes/search, 387, 136, text/html
https://www.latimes.com/science/newsletter/2020-09-28/coronavirus-today-1-million-coronavirus-deaths-around-the-world-coronavirus-today, 293, 163, text/html
https://www.latimes.com/entertainment/herocomplex/la-et-hc-harry-potter-alan-rickman-looks-back-20111230-story.html, 310, 130, text/html
https://www.latimes.com/science/newsletter/2021-05-25/case-rate-below-one-los-angeles-county-coronavirus-today, 307, 160, text/html
https://www.latimes.com/science/newsletter/2020-03-23/coronavirus-today-tests-bunkers-masks-chloroquine-coronavirus-today, 284, 164, text/html
https://www.latimes.com/lifestyle/story/2021-07-27/plant-care-tips-gardening-ideas-la-times-plants, 415, 169, text/html
https://www.latimes.com/science/newsletter/2020-12-01/coronavirus-today-latino-neighborhoods-coronavirus-today, 298, 145, text/html
https://www.latimes.com/entertainment-arts/tv/story/2021-05-27/friends-the-reunion-hbo-jennifer-aniston-david-schwimmer-rachel-ross, 301, 130, text/html
https://www.latimes.com/homeless-housing/story/2020-11-11/section-8-and-other-affordable-housing-options, 349, 147, text/html
https://www.latimes.com/entertainment/movies/la-ca-mn-jackie-chan-20150823-story.html, 282, 130, text/html
https://www.latimes.com/california/story/2019-10-24/vaccine-exemptions-medical-discipline?_amp=true, 216, 104, text/html
https://www.latimes.com/science/newsletter/2020-09-21/coronavirus-today-the-disputed-danger-of-aerosols-coronavirus-today, 291, 168, text/html
https://www.latimes.com/science/newsletter/2021-03-18/alaska-lesson-vaccination-coronavirus-today, 306, 168, text/html
https://www.latimes.com/california/story/2020-06-16/coronavirus-mask-droplet-spread-n95-vent, 265, 130, text/html
https://www.latimes.com/science/newsletter/2020-12-10/coronavirus-today-california-vaccine-distribution-coronavirus-today, 299, 149, text/html
https://www.latimes.com/entertainment-arts/movies/story/2019-10-31/willem-dafoe-lighthouse-motherless-brooklyn, 274, 129, text/html
https://www.latimes.com/entertainment-arts/story/2021-09-09/academy-museum-hawk-spencer, 322, 135, text/html
https://www.latimes.com/science/newsletter/2021-03-30/coronavirus-today-california-pandemic-honeymoon-coronavirus-today, 305, 165, text/html
https://www.latimes.com/science/newsletter/2020-04-13/coronavirus-today-science-will-save-us-coronavirus-today, 286, 161, text/html
https://www.latimes.com/obituaries/story/2021-07-30/ruth-pearl-daniel-slain-journalist-dies, 279, 129, text/html
https://www.latimes.com/lifestyle/story/2021-05-20/this-artist-has-the-right-vibe-for-summer-in-l-a-celebrate-in-your-birthday-suit, 304, 122, text/html
https://www.latimes.com/archives/la-xpm-1985-10-11-mn-17023-story.html, 244, 114, text/html
https://www.latimes.com/recipe/strawberry-shortcake-cookies, 320, 128, text/html
https://www.latimes.com/entertainment-arts/tv/story/2020-09-20/emmys-2020-tyler-perry-full-speech-governors-award, 297, 137, text/html
https://www.latimes.com/science/newsletter/2020-10-19/guns-fauci-save-our-stages-public-bathrooms-coronavirus-today, 295, 162, text/html
https://www.latimes.com/california/story/2021-09-02/losses-mount-as-caldor-fire-rages-biden-declares-emergency, 287, 129, text/html
https://www.latimes.com/world-nation/story/2021-07-18/nightclubs-elated-but-doubts-cloud-englands-freedom-day, 288, 128, text/html
https://www.latimes.com/science/newsletter/2020-11-05/coronavirus-today-election-el-paso-los-angeles-coronavirus-today, 300, 159, text/html
https://www.latimes.com/obituaries/story/2021-06-03/f-lee-bailey-dead, 298, 133, text/html
https://www.latimes.com/recipe/extra-crunchy-chili-crisp, 318, 129, text/html
https://www.latimes.com/entertainment-arts/newsletter/2021-07-17/essential-arts-david-geffen-yale-school-drama-essential-arts, 300, 159, text/html
https://www.latimes.com/food/newsletter/2020-03-28/la-restaurant-coronavirus-help-tasting-notes-patricia-escarcega-tasting-notes, 276, 139, text/html
https://www.latimes.com/california/story/2021-01-13/tougher-mask-enforcement-proposed-los-angeles, 283, 127, text/html
https://www.latimes.com/entertainment-arts/movies/story/2020-09-11/covid-19-moviemaking-paul-schrader-the-card-counter-oscar-isaac, 305, 134, text/html
https://www.latimes.com/science/newsletter/2021-01-26/coronavirus-today-california-restrictions-lifted-gamble-coronavirus-today, 302, 158, text/html
https://www.latimes.com/business/story/2020-11-18/southern-california-home-prices-october, 266, 130, text/html
https://www.latimes.com/espanol/entretenimiento/articulo/2021-05-27/ross-y-rachel-irl-jennifer-aniston-y-david-schwimmer-revelan-su-enamoramiento-en-friends, 235, 83, text/html
https://www.latimes.com/entertainment/arts/la-et-cm-lacma-shrinking-20190402-story.html, 285, 143, text/html
https://www.latimes.com/obituaries/story/2021-05-07/juliette-paskowitz-matriarch-of-the-first-family-of-surfing-dies-at-89, 273, 128, text/html
https://www.latimes.com/lifestyle/story/2021-07-08/gabriela-ruiz-is-the-buzz-of-the-l-a-art-world-and-the-vibe-of-the-week, 310, 127, text/html
https://www.latimes.com/recipe/air-fried-summer-squash-with-chive-bread-crumbs, 297, 123, text/html
https://www.latimes.com/science/newsletter/2021-04-15/vaccine-inequities-progress-coronavirus-today, 303, 163, text/html
https://www.latimes.com/environment/story/2021-08-05/how-cargo-cruise-ships-contribute-to-whale-deaths, 301, 135, text/html
